bb category,product title,product description,brand,quantity or pack size,mrp,price,site name,offers,combo offers,stock availibility,image url,url,timestamp
Groceries,Echo Dot 29,This is a synthetic description for Echo Dot 29.,Fire TV,4 pack,1808,1679.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-01-05
Beauty,Fire Stick 36,This is a synthetic description for Fire Stick 36.,Solimo,3 pack,1406,1338.0,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-01-26
Kitchen,Happy Belly Snack 72,This is a synthetic description for Happy Belly Snack 72.,Solimo,2 pack,462,451.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-13
Kitchen,Solimo Essential 89,This is a synthetic description for Solimo Essential 89.,Amazon Basics,3 pack,1739,1680.0,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-07-10
Books,Fire Stick 5,This is a synthetic description for Fire Stick 5.,Kindle,4 pack,226,217.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-06
Household,Amazon Product 51,This is a synthetic description for Amazon Product 51.,Kindle,2 pack,1419,1379.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-05-22
Electronics,Happy Belly Snack 21,This is a synthetic description for Happy Belly Snack 21.,Solimo,2 pack,519,497.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-01-09
Kitchen,Kindle E-Reader 40,This is a synthetic description for Kindle E-Reader 40.,Kindle,3 pack,1068,1016.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-20
Electronics,Echo Dot 26,This is a synthetic description for Echo Dot 26.,Amazon Basics,3 pack,674,650.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-07-01
Household,Solimo Essential 91,This is a synthetic description for Solimo Essential 91.,Solimo,3 pack,1652,1525.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-26
Beauty,Kindle E-Reader 54,This is a synthetic description for Kindle E-Reader 54.,Amazon Basics,3 pack,1303,1216.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-18
Beauty,Happy Belly Snack 26,This is a synthetic description for Happy Belly Snack 26.,Fire TV,2 pack,1592,1544.0,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-01
Electronics,Amazon Product 20,This is a synthetic description for Amazon Product 20.,Happy Belly,2 pack,575,536.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-07-04
Groceries,Happy Belly Snack 87,This is a synthetic description for Happy Belly Snack 87.,Echo,3 pack,1051,969.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-05-19
Groceries,Amazon Product 45,This is a synthetic description for Amazon Product 45.,Kindle,2 pack,1267,1228.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-28
Kitchen,Kindle E-Reader 47,This is a synthetic description for Kindle E-Reader 47.,Solimo,2 pack,601,574.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-25
Kitchen,Kindle E-Reader 63,This is a synthetic description for Kindle E-Reader 63.,Fire TV,1 pack,1387,1333.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-05-23
Household,Solimo Essential 83,This is a synthetic description for Solimo Essential 83.,Happy Belly,2 pack,1503,1417.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-01
Household,Echo Dot 8,This is a synthetic description for Echo Dot 8.,Amazon Basics,1 pack,858,792.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-01
Groceries,Happy Belly Snack 67,This is a synthetic description for Happy Belly Snack 67.,Echo,1 pack,1727,1720.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-12
Kitchen,Happy Belly Snack 16,This is a synthetic description for Happy Belly Snack 16.,Fire TV,4 pack,264,243.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-18
Household,Solimo Essential 7,This is a synthetic description for Solimo Essential 7.,Amazon Basics,3 pack,1208,1190.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-21
Groceries,Fire Stick 82,This is a synthetic description for Fire Stick 82.,Solimo,1 pack,914,846.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-24
Household,Kindle E-Reader 87,This is a synthetic description for Kindle E-Reader 87.,Fire TV,4 pack,360,331.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-06-10
Books,Kindle E-Reader 86,This is a synthetic description for Kindle E-Reader 86.,Fire TV,4 pack,692,663.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-20
Electronics,Solimo Essential 81,This is a synthetic description for Solimo Essential 81.,Happy Belly,1 pack,651,627.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-11-07
Kitchen,Kindle E-Reader 4,This is a synthetic description for Kindle E-Reader 4.,Solimo,2 pack,128,127.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-07-11
Kitchen,Solimo Essential 85,This is a synthetic description for Solimo Essential 85.,Solimo,4 pack,140,135.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-27
Electronics,Happy Belly Snack 76,This is a synthetic description for Happy Belly Snack 76.,Kindle,2 pack,441,421.0,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-18
Kitchen,Kindle E-Reader 40,This is a synthetic description for Kindle E-Reader 40.,Solimo,4 pack,1872,1820.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-04-18
Electronics,Solimo Essential 85,This is a synthetic description for Solimo Essential 85.,Fire TV,2 pack,733,688.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-03-24
Beauty,Amazon Product 51,This is a synthetic description for Amazon Product 51.,Kindle,4 pack,1494,1469.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-05-15
Beauty,Fire Stick 59,This is a synthetic description for Fire Stick 59.,Echo,2 pack,197,183.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-06-26
Electronics,Solimo Essential 36,This is a synthetic description for Solimo Essential 36.,Fire TV,3 pack,1862,1782.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-12
Beauty,Solimo Essential 73,This is a synthetic description for Solimo Essential 73.,Solimo,2 pack,1624,1552.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-05-01
Electronics,Amazon Product 61,This is a synthetic description for Amazon Product 61.,Echo,4 pack,141,133.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-07
Household,Echo Dot 44,This is a synthetic description for Echo Dot 44.,Echo,2 pack,201,200.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-20
Beauty,Kindle E-Reader 49,This is a synthetic description for Kindle E-Reader 49.,Kindle,1 pack,429,418.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-12-26
Beauty,Echo Dot 81,This is a synthetic description for Echo Dot 81.,Kindle,2 pack,1075,1006.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-19
Books,Kindle E-Reader 26,This is a synthetic description for Kindle E-Reader 26.,Amazon Basics,1 pack,1661,1615.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-14
Electronics,Solimo Essential 85,This is a synthetic description for Solimo Essential 85.,Happy Belly,2 pack,490,477.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-01-05
Electronics,Kindle E-Reader 48,This is a synthetic description for Kindle E-Reader 48.,Solimo,3 pack,826,745.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-07-13
Beauty,Solimo Essential 59,This is a synthetic description for Solimo Essential 59.,Solimo,3 pack,1396,1383.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-01-07
Books,Fire Stick 45,This is a synthetic description for Fire Stick 45.,Solimo,3 pack,904,862.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-09
Books,Amazon Product 4,This is a synthetic description for Amazon Product 4.,Kindle,2 pack,1020,1008.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-16
Groceries,Solimo Essential 66,This is a synthetic description for Solimo Essential 66.,Echo,2 pack,645,616.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-05-07
Groceries,Solimo Essential 32,This is a synthetic description for Solimo Essential 32.,Echo,3 pack,1162,1117.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-03
Groceries,Happy Belly Snack 57,This is a synthetic description for Happy Belly Snack 57.,Fire TV,3 pack,476,467.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-03
Books,Echo Dot 65,This is a synthetic description for Echo Dot 65.,Happy Belly,1 pack,102,95.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-03-04
Household,Happy Belly Snack 37,This is a synthetic description for Happy Belly Snack 37.,Amazon Basics,4 pack,804,752.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-20
Electronics,Amazon Product 88,This is a synthetic description for Amazon Product 88.,Fire TV,4 pack,286,261.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-17
Beauty,Fire Stick 70,This is a synthetic description for Fire Stick 70.,Happy Belly,4 pack,110,109.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-03-06
Books,Kindle E-Reader 72,This is a synthetic description for Kindle E-Reader 72.,Fire TV,1 pack,1698,1645.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-15
Kitchen,Solimo Essential 98,This is a synthetic description for Solimo Essential 98.,Amazon Basics,2 pack,1036,1034.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-01
Kitchen,Amazon Product 9,This is a synthetic description for Amazon Product 9.,Echo,4 pack,1876,1816.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-02
Household,Solimo Essential 62,This is a synthetic description for Solimo Essential 62.,Amazon Basics,4 pack,102,100.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-11-13
Groceries,Amazon Product 73,This is a synthetic description for Amazon Product 73.,Fire TV,2 pack,1480,1383.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-13
Beauty,Kindle E-Reader 92,This is a synthetic description for Kindle E-Reader 92.,Kindle,1 pack,1318,1243.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-17
Electronics,Echo Dot 11,This is a synthetic description for Echo Dot 11.,Echo,2 pack,1083,1005.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-05-13
Groceries,Solimo Essential 18,This is a synthetic description for Solimo Essential 18.,Happy Belly,1 pack,1439,1412.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-04-22
Household,Echo Dot 96,This is a synthetic description for Echo Dot 96.,Happy Belly,1 pack,214,212.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-01
Groceries,Echo Dot 33,This is a synthetic description for Echo Dot 33.,Happy Belly,4 pack,1270,1191.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-10
Electronics,Echo Dot 45,This is a synthetic description for Echo Dot 45.,Amazon Basics,1 pack,1293,1194.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-01
Books,Echo Dot 45,This is a synthetic description for Echo Dot 45.,Solimo,1 pack,1154,1132.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-21
Beauty,Echo Dot 30,This is a synthetic description for Echo Dot 30.,Solimo,4 pack,1381,1305.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-04
Household,Echo Dot 46,This is a synthetic description for Echo Dot 46.,Echo,1 pack,1356,1340.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-16
Groceries,Kindle E-Reader 70,This is a synthetic description for Kindle E-Reader 70.,Echo,2 pack,1578,1505.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-05
Books,Fire Stick 79,This is a synthetic description for Fire Stick 79.,Happy Belly,1 pack,1088,1067.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-07-13
Electronics,Fire Stick 22,This is a synthetic description for Fire Stick 22.,Amazon Basics,2 pack,985,921.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-13
Beauty,Solimo Essential 50,This is a synthetic description for Solimo Essential 50.,Happy Belly,4 pack,786,758.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-01
Groceries,Fire Stick 7,This is a synthetic description for Fire Stick 7.,Kindle,3 pack,1156,1151.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-22
Beauty,Kindle E-Reader 58,This is a synthetic description for Kindle E-Reader 58.,Solimo,2 pack,1553,1525.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-03-23
Electronics,Echo Dot 29,This is a synthetic description for Echo Dot 29.,Echo,4 pack,1923,1794.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-05-04
Kitchen,Kindle E-Reader 27,This is a synthetic description for Kindle E-Reader 27.,Echo,1 pack,1505,1414.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-24
Groceries,Kindle E-Reader 84,This is a synthetic description for Kindle E-Reader 84.,Happy Belly,3 pack,1576,1446.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-14
Books,Happy Belly Snack 15,This is a synthetic description for Happy Belly Snack 15.,Solimo,1 pack,1286,1223.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-06-28
Books,Solimo Essential 15,This is a synthetic description for Solimo Essential 15.,Fire TV,4 pack,1662,1591.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-14
Groceries,Echo Dot 8,This is a synthetic description for Echo Dot 8.,Echo,2 pack,1685,1555.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-22
Groceries,Fire Stick 3,This is a synthetic description for Fire Stick 3.,Fire TV,2 pack,626,602.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-03
Electronics,Happy Belly Snack 84,This is a synthetic description for Happy Belly Snack 84.,Fire TV,1 pack,1801,1626.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-12-23
Kitchen,Happy Belly Snack 2,This is a synthetic description for Happy Belly Snack 2.,Echo,4 pack,1840,1769.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-11-09
Household,Happy Belly Snack 95,This is a synthetic description for Happy Belly Snack 95.,Happy Belly,4 pack,110,102.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-02
Electronics,Kindle E-Reader 86,This is a synthetic description for Kindle E-Reader 86.,Echo,4 pack,1676,1532.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-02-24
Kitchen,Happy Belly Snack 92,This is a synthetic description for Happy Belly Snack 92.,Fire TV,1 pack,813,774.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-09
Household,Amazon Product 33,This is a synthetic description for Amazon Product 33.,Amazon Basics,1 pack,688,663.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-06-10
Kitchen,Solimo Essential 46,This is a synthetic description for Solimo Essential 46.,Solimo,2 pack,242,241.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-25
Electronics,Kindle E-Reader 61,This is a synthetic description for Kindle E-Reader 61.,Echo,3 pack,108,103.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-07
Electronics,Solimo Essential 76,This is a synthetic description for Solimo Essential 76.,Solimo,4 pack,1441,1358.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-02
Beauty,Fire Stick 80,This is a synthetic description for Fire Stick 80.,Fire TV,2 pack,1437,1416.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-12
Electronics,Fire Stick 14,This is a synthetic description for Fire Stick 14.,Echo,2 pack,1113,1102.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-01-03
Electronics,Echo Dot 19,This is a synthetic description for Echo Dot 19.,Happy Belly,4 pack,784,777.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-06-11
Beauty,Fire Stick 82,This is a synthetic description for Fire Stick 82.,Happy Belly,2 pack,1846,1697.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-25
Electronics,Kindle E-Reader 3,This is a synthetic description for Kindle E-Reader 3.,Fire TV,2 pack,854,820.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-07
Electronics,Fire Stick 49,This is a synthetic description for Fire Stick 49.,Happy Belly,1 pack,258,235.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-07
Books,Happy Belly Snack 20,This is a synthetic description for Happy Belly Snack 20.,Fire TV,4 pack,1685,1590.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-06-18
Groceries,Solimo Essential 66,This is a synthetic description for Solimo Essential 66.,Solimo,4 pack,1897,1859.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-27
Household,Happy Belly Snack 12,This is a synthetic description for Happy Belly Snack 12.,Echo,1 pack,629,590.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-01
Beauty,Solimo Essential 8,This is a synthetic description for Solimo Essential 8.,Fire TV,4 pack,577,555.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-28
Kitchen,Solimo Essential 37,This is a synthetic description for Solimo Essential 37.,Kindle,2 pack,1104,1064.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-28
Groceries,Happy Belly Snack 89,This is a synthetic description for Happy Belly Snack 89.,Fire TV,2 pack,1866,1797.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-12
Electronics,Fire Stick 66,This is a synthetic description for Fire Stick 66.,Echo,1 pack,360,360.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-04-23
Beauty,Solimo Essential 67,This is a synthetic description for Solimo Essential 67.,Happy Belly,2 pack,691,682.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-04
Groceries,Fire Stick 8,This is a synthetic description for Fire Stick 8.,Echo,4 pack,612,556.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-02-28
Electronics,Kindle E-Reader 37,This is a synthetic description for Kindle E-Reader 37.,Kindle,4 pack,264,248.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-06-21
Books,Happy Belly Snack 61,This is a synthetic description for Happy Belly Snack 61.,Fire TV,2 pack,433,432.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-23
Books,Solimo Essential 29,This is a synthetic description for Solimo Essential 29.,Amazon Basics,3 pack,1158,1089.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-16
Groceries,Amazon Product 51,This is a synthetic description for Amazon Product 51.,Happy Belly,4 pack,589,570.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-09
Beauty,Kindle E-Reader 98,This is a synthetic description for Kindle E-Reader 98.,Amazon Basics,2 pack,1920,1736.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-17
Beauty,Solimo Essential 23,This is a synthetic description for Solimo Essential 23.,Fire TV,2 pack,1975,1825.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-04-11
Household,Solimo Essential 8,This is a synthetic description for Solimo Essential 8.,Solimo,1 pack,228,221.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-12-11
Groceries,Happy Belly Snack 47,This is a synthetic description for Happy Belly Snack 47.,Solimo,1 pack,410,385.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-26
Household,Solimo Essential 17,This is a synthetic description for Solimo Essential 17.,Solimo,4 pack,402,363.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-07
Electronics,Happy Belly Snack 68,This is a synthetic description for Happy Belly Snack 68.,Amazon Basics,1 pack,1270,1240.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-01
Groceries,Amazon Product 90,This is a synthetic description for Amazon Product 90.,Happy Belly,4 pack,1109,1046.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-08
Electronics,Amazon Product 89,This is a synthetic description for Amazon Product 89.,Kindle,1 pack,1880,1804.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-01
Books,Solimo Essential 4,This is a synthetic description for Solimo Essential 4.,Happy Belly,3 pack,1577,1496.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-03-25
Beauty,Echo Dot 75,This is a synthetic description for Echo Dot 75.,Amazon Basics,4 pack,921,851.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-26
Electronics,Fire Stick 71,This is a synthetic description for Fire Stick 71.,Kindle,3 pack,927,839.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-02-04
Electronics,Kindle E-Reader 44,This is a synthetic description for Kindle E-Reader 44.,Happy Belly,2 pack,1390,1292.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-11-02
Household,Happy Belly Snack 9,This is a synthetic description for Happy Belly Snack 9.,Echo,1 pack,1917,1846.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-16
Groceries,Echo Dot 26,This is a synthetic description for Echo Dot 26.,Amazon Basics,4 pack,1256,1159.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-07-13
Books,Kindle E-Reader 48,This is a synthetic description for Kindle E-Reader 48.,Happy Belly,2 pack,597,554.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-21
Groceries,Kindle E-Reader 80,This is a synthetic description for Kindle E-Reader 80.,Kindle,4 pack,498,474.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-06-09
Books,Echo Dot 13,This is a synthetic description for Echo Dot 13.,Happy Belly,3 pack,1925,1848.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-06-05
Groceries,Fire Stick 27,This is a synthetic description for Fire Stick 27.,Kindle,3 pack,1279,1245.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-14
Household,Solimo Essential 49,This is a synthetic description for Solimo Essential 49.,Kindle,4 pack,189,179.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-05-16
Household,Echo Dot 31,This is a synthetic description for Echo Dot 31.,Amazon Basics,2 pack,544,503.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-02
