Uniq Id,Crawl Timestamp,Bb Category,Product Title,Product Description,Brand,Quantity Or Pack Size,Mrp,Price,Site Name,Offers,Combo Offers,Stock Availibility,Image Url,Url
amzn_00114,2024-01-01 01:54:00,Electronics,Solimo Essential 14,This is a synthetic description for Solimo Essential 14.,Happy Belly,1 pack,238,235,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00115,2024-01-01 01:55:00,Electronics,Happy Belly Snack 50,This is a synthetic description for Happy Belly Snack 50.,Solimo,1 pack,1773,1602,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00116,2024-01-01 01:56:00,Household,Fire Stick 65,This is a synthetic description for Fire Stick 65.,Kindle,1 pack,884,876,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00117,2024-01-01 01:57:00,Kitchen,Kindle E-Reader 94,This is a synthetic description for Kindle E-Reader 94.,Amazon Basics,1 pack,417,404,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00118,2024-01-01 01:58:00,Electronics,Solimo Essential 76,This is a synthetic description for Solimo Essential 76.,Echo,3 pack,612,573,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00119,2024-01-01 01:59:00,Groceries,Kindle E-Reader 14,This is a synthetic description for Kindle E-Reader 14.,Fire TV,2 pack,1414,1410,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00120,2024-01-01 02:00:00,Household,Happy Belly Snack 4,This is a synthetic description for Happy Belly Snack 4.,Amazon Basics,1 pack,1165,1077,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00121,2024-01-01 02:01:00,Kitchen,Kindle E-Reader 38,This is a synthetic description for Kindle E-Reader 38.,Amazon Basics,3 pack,674,660,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00122,2024-01-01 02:02:00,Electronics,Solimo Essential 78,This is a synthetic description for Solimo Essential 78.,Kindle,4 pack,203,185,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00123,2024-01-01 02:03:00,Kitchen,Kindle E-Reader 7,This is a synthetic description for Kindle E-Reader 7.,Echo,4 pack,653,590,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00124,2024-01-01 02:04:00,Electronics,Fire Stick 94,This is a synthetic description for Fire Stick 94.,Echo,4 pack,256,251,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00125,2024-01-01 02:05:00,Groceries,Kindle E-Reader 55,This is a synthetic description for Kindle E-Reader 55.,Amazon Basics,2 pack,295,274,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00126,2024-01-01 02:06:00,Beauty,Solimo Essential 97,This is a synthetic description for Solimo Essential 97.,Happy Belly,2 pack,1282,1236,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00127,2024-01-01 02:07:00,Groceries,Echo Dot 29,This is a synthetic description for Echo Dot 29.,Fire TV,4 pack,1808,1679,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00128,2024-01-01 02:08:00,Beauty,Fire Stick 36,This is a synthetic description for Fire Stick 36.,Solimo,3 pack,1406,1338,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00129,2024-01-01 02:09:00,Kitchen,Happy Belly Snack 72,This is a synthetic description for Happy Belly Snack 72.,Solimo,2 pack,462,451,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00130,2024-01-01 02:10:00,Kitchen,Solimo Essential 89,This is a synthetic description for Solimo Essential 89.,Amazon Basics,3 pack,1739,1680,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00131,2024-01-01 02:11:00,Books,Fire Stick 5,This is a synthetic description for Fire Stick 5.,Kindle,4 pack,226,217,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00132,2024-01-01 02:12:00,Household,Amazon Product 51,This is a synthetic description for Amazon Product 51.,Kindle,2 pack,1419,1379,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00133,2024-01-01 02:13:00,Electronics,Happy Belly Snack 21,This is a synthetic description for Happy Belly Snack 21.,Solimo,2 pack,519,497,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00134,2024-01-01 02:14:00,Kitchen,Kindle E-Reader 40,This is a synthetic description for Kindle E-Reader 40.,Kindle,3 pack,1068,1016,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00135,2024-01-01 02:15:00,Electronics,Echo Dot 26,This is a synthetic description for Echo Dot 26.,Amazon Basics,3 pack,674,650,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00136,2024-01-01 02:16:00,Household,Solimo Essential 91,This is a synthetic description for Solimo Essential 91.,Solimo,3 pack,1652,1525,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00137,2024-01-01 02:17:00,Beauty,Kindle E-Reader 54,This is a synthetic description for Kindle E-Reader 54.,Amazon Basics,3 pack,1303,1216,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00138,2024-01-01 02:18:00,Beauty,Happy Belly Snack 26,This is a synthetic description for Happy Belly Snack 26.,Fire TV,2 pack,1592,1544,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00139,2024-01-01 02:19:00,Electronics,Amazon Product 20,This is a synthetic description for Amazon Product 20.,Happy Belly,2 pack,575,536,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00140,2024-01-01 02:20:00,Groceries,Happy Belly Snack 87,This is a synthetic description for Happy Belly Snack 87.,Echo,3 pack,1051,969,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00141,2024-01-01 02:21:00,Groceries,Amazon Product 45,This is a synthetic description for Amazon Product 45.,Kindle,2 pack,1267,1228,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00142,2024-01-01 02:22:00,Kitchen,Kindle E-Reader 47,This is a synthetic description for Kindle E-Reader 47.,Solimo,2 pack,601,574,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00143,2024-01-01 02:23:00,Kitchen,Kindle E-Reader 63,This is a synthetic description for Kindle E-Reader 63.,Fire TV,1 pack,1387,1333,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00144,2024-01-01 02:24:00,Household,Solimo Essential 83,This is a synthetic description for Solimo Essential 83.,Happy Belly,2 pack,1503,1417,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00145,2024-01-01 02:25:00,Household,Echo Dot 8,This is a synthetic description for Echo Dot 8.,Amazon Basics,1 pack,858,792,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00146,2024-01-01 02:26:00,Groceries,Happy Belly Snack 67,This is a synthetic description for Happy Belly Snack 67.,Echo,1 pack,1727,1720,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00147,2024-01-01 02:27:00,Kitchen,Happy Belly Snack 16,This is a synthetic description for Happy Belly Snack 16.,Fire TV,4 pack,264,243,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00148,2024-01-01 02:28:00,Household,Solimo Essential 7,This is a synthetic description for Solimo Essential 7.,Amazon Basics,3 pack,1208,1190,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00149,2024-01-01 02:29:00,Groceries,Fire Stick 82,This is a synthetic description for Fire Stick 82.,Solimo,1 pack,914,846,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00150,2024-01-01 02:30:00,Household,Kindle E-Reader 87,This is a synthetic description for Kindle E-Reader 87.,Fire TV,4 pack,360,331,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00151,2024-01-01 02:31:00,Books,Kindle E-Reader 86,This is a synthetic description for Kindle E-Reader 86.,Fire TV,4 pack,692,663,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00152,2024-01-01 02:32:00,Electronics,Solimo Essential 81,This is a synthetic description for Solimo Essential 81.,Happy Belly,1 pack,651,627,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00153,2024-01-01 02:33:00,Kitchen,Kindle E-Reader 4,This is a synthetic description for Kindle E-Reader 4.,Solimo,2 pack,128,127,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00154,2024-01-01 02:34:00,Kitchen,Solimo Essential 85,This is a synthetic description for Solimo Essential 85.,Solimo,4 pack,140,135,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00155,2024-01-01 02:35:00,Electronics,Happy Belly Snack 76,This is a synthetic description for Happy Belly Snack 76.,Kindle,2 pack,441,421,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00156,2024-01-01 02:36:00,Kitchen,Kindle E-Reader 40,This is a synthetic description for Kindle E-Reader 40.,Solimo,4 pack,1872,1820,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00157,2024-01-01 02:37:00,Electronics,Solimo Essential 85,This is a synthetic description for Solimo Essential 85.,Fire TV,2 pack,733,688,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00158,2024-01-01 02:38:00,Beauty,Amazon Product 51,This is a synthetic description for Amazon Product 51.,Kindle,4 pack,1494,1469,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00159,2024-01-01 02:39:00,Beauty,Fire Stick 59,This is a synthetic description for Fire Stick 59.,Echo,2 pack,197,183,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00160,2024-01-01 02:40:00,Electronics,Solimo Essential 36,This is a synthetic description for Solimo Essential 36.,Fire TV,3 pack,1862,1782,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00161,2024-01-01 02:41:00,Beauty,Solimo Essential 73,This is a synthetic description for Solimo Essential 73.,Solimo,2 pack,1624,1552,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00162,2024-01-01 02:42:00,Electronics,Amazon Product 61,This is a synthetic description for Amazon Product 61.,Echo,4 pack,141,133,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00163,2024-01-01 02:43:00,Household,Echo Dot 44,This is a synthetic description for Echo Dot 44.,Echo,2 pack,201,200,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00164,2024-01-01 02:44:00,Beauty,Kindle E-Reader 49,This is a synthetic description for Kindle E-Reader 49.,Kindle,1 pack,429,418,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00165,2024-01-01 02:45:00,Beauty,Echo Dot 81,This is a synthetic description for Echo Dot 81.,Kindle,2 pack,1075,1006,amazon_com,Limited time deal,nan,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00166,2024-01-01 02:46:00,Books,Kindle E-Reader 26,This is a synthetic description for Kindle E-Reader 26.,Amazon Basics,1 pack,1661,1615,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00167,2024-01-01 02:47:00,Electronics,Solimo Essential 85,This is a synthetic description for Solimo Essential 85.,Happy Belly,2 pack,490,477,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00168,2024-01-01 02:48:00,Electronics,Kindle E-Reader 48,This is a synthetic description for Kindle E-Reader 48.,Solimo,3 pack,826,745,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00169,2024-01-01 02:49:00,Beauty,Solimo Essential 59,This is a synthetic description for Solimo Essential 59.,Solimo,3 pack,1396,1383,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00170,2024-01-01 02:50:00,Books,Fire Stick 45,This is a synthetic description for Fire Stick 45.,Solimo,3 pack,904,862,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00171,2024-01-01 02:51:00,Books,Amazon Product 4,This is a synthetic description for Amazon Product 4.,Kindle,2 pack,1020,1008,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00172,2024-01-01 02:52:00,Groceries,Solimo Essential 66,This is a synthetic description for Solimo Essential 66.,Echo,2 pack,645,616,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00173,2024-01-01 02:53:00,Groceries,Solimo Essential 32,This is a synthetic description for Solimo Essential 32.,Echo,3 pack,1162,1117,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00174,2024-01-01 02:54:00,Groceries,Happy Belly Snack 57,This is a synthetic description for Happy Belly Snack 57.,Fire TV,3 pack,476,467,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00175,2024-01-01 02:55:00,Books,Echo Dot 65,This is a synthetic description for Echo Dot 65.,Happy Belly,1 pack,102,95,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00176,2024-01-01 02:56:00,Household,Happy Belly Snack 37,This is a synthetic description for Happy Belly Snack 37.,Amazon Basics,4 pack,804,752,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00177,2024-01-01 02:57:00,Electronics,Amazon Product 88,This is a synthetic description for Amazon Product 88.,Fire TV,4 pack,286,261,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00178,2024-01-01 02:58:00,Beauty,Fire Stick 70,This is a synthetic description for Fire Stick 70.,Happy Belly,4 pack,110,109,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00179,2024-01-01 02:59:00,Books,Kindle E-Reader 72,This is a synthetic description for Kindle E-Reader 72.,Fire TV,1 pack,1698,1645,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00180,2024-01-01 03:00:00,Kitchen,Solimo Essential 98,This is a synthetic description for Solimo Essential 98.,Amazon Basics,2 pack,1036,1034,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00181,2024-01-01 03:01:00,Kitchen,Amazon Product 9,This is a synthetic description for Amazon Product 9.,Echo,4 pack,1876,1816,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00182,2024-01-01 03:02:00,Household,Solimo Essential 62,This is a synthetic description for Solimo Essential 62.,Amazon Basics,4 pack,102,100,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00183,2024-01-01 03:03:00,Groceries,Amazon Product 73,This is a synthetic description for Amazon Product 73.,Fire TV,2 pack,1480,1383,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00184,2024-01-01 03:04:00,Beauty,Kindle E-Reader 92,This is a synthetic description for Kindle E-Reader 92.,Kindle,1 pack,1318,1243,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00185,2024-01-01 03:05:00,Electronics,Echo Dot 11,This is a synthetic description for Echo Dot 11.,Echo,2 pack,1083,1005,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00186,2024-01-01 03:06:00,Groceries,Solimo Essential 18,This is a synthetic description for Solimo Essential 18.,Happy Belly,1 pack,1439,1412,amazon_com,Limited time deal,nan,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00187,2024-01-01 03:07:00,Household,Echo Dot 96,This is a synthetic description for Echo Dot 96.,Happy Belly,1 pack,214,212,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00188,2024-01-01 03:08:00,Groceries,Echo Dot 33,This is a synthetic description for Echo Dot 33.,Happy Belly,4 pack,1270,1191,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00189,2024-01-01 03:09:00,Electronics,Echo Dot 45,This is a synthetic description for Echo Dot 45.,Amazon Basics,1 pack,1293,1194,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00190,2024-01-01 03:10:00,Books,Echo Dot 45,This is a synthetic description for Echo Dot 45.,Solimo,1 pack,1154,1132,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00191,2024-01-01 03:11:00,Beauty,Echo Dot 30,This is a synthetic description for Echo Dot 30.,Solimo,4 pack,1381,1305,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00192,2024-01-01 03:12:00,Household,Echo Dot 46,This is a synthetic description for Echo Dot 46.,Echo,1 pack,1356,1340,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00193,2024-01-01 03:13:00,Groceries,Kindle E-Reader 70,This is a synthetic description for Kindle E-Reader 70.,Echo,2 pack,1578,1505,amazon_com,Limited time deal,nan,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00194,2024-01-01 03:14:00,Books,Fire Stick 79,This is a synthetic description for Fire Stick 79.,Happy Belly,1 pack,1088,1067,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00195,2024-01-01 03:15:00,Electronics,Fire Stick 22,This is a synthetic description for Fire Stick 22.,Amazon Basics,2 pack,985,921,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00196,2024-01-01 03:16:00,Beauty,Solimo Essential 50,This is a synthetic description for Solimo Essential 50.,Happy Belly,4 pack,786,758,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00197,2024-01-01 03:17:00,Groceries,Fire Stick 7,This is a synthetic description for Fire Stick 7.,Kindle,3 pack,1156,1151,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00198,2024-01-01 03:18:00,Beauty,Kindle E-Reader 58,This is a synthetic description for Kindle E-Reader 58.,Solimo,2 pack,1553,1525,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00199,2024-01-01 03:19:00,Electronics,Echo Dot 29,This is a synthetic description for Echo Dot 29.,Echo,4 pack,1923,1794,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00200,2024-01-01 03:20:00,Kitchen,Kindle E-Reader 27,This is a synthetic description for Kindle E-Reader 27.,Echo,1 pack,1505,1414,amazon_com,Limited time deal,nan,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00201,2024-01-01 03:21:00,Groceries,Kindle E-Reader 84,This is a synthetic description for Kindle E-Reader 84.,Happy Belly,3 pack,1576,1446,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00202,2024-01-01 03:22:00,Books,Happy Belly Snack 15,This is a synthetic description for Happy Belly Snack 15.,Solimo,1 pack,1286,1223,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00203,2024-01-01 03:23:00,Books,Solimo Essential 15,This is a synthetic description for Solimo Essential 15.,Fire TV,4 pack,1662,1591,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00204,2024-01-01 03:24:00,Groceries,Echo Dot 8,This is a synthetic description for Echo Dot 8.,Echo,2 pack,1685,1555,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00205,2024-01-01 03:25:00,Groceries,Fire Stick 3,This is a synthetic description for Fire Stick 3.,Fire TV,2 pack,626,602,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00206,2024-01-01 03:26:00,Electronics,Happy Belly Snack 84,This is a synthetic description for Happy Belly Snack 84.,Fire TV,1 pack,1801,1626,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00207,2024-01-01 03:27:00,Kitchen,Happy Belly Snack 2,This is a synthetic description for Happy Belly Snack 2.,Echo,4 pack,1840,1769,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00208,2024-01-01 03:28:00,Household,Happy Belly Snack 95,This is a synthetic description for Happy Belly Snack 95.,Happy Belly,4 pack,110,102,amazon_com,Limited time deal,nan,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00209,2024-01-01 03:29:00,Electronics,Kindle E-Reader 86,This is a synthetic description for Kindle E-Reader 86.,Echo,4 pack,1676,1532,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00210,2024-01-01 03:30:00,Kitchen,Happy Belly Snack 92,This is a synthetic description for Happy Belly Snack 92.,Fire TV,1 pack,813,774,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00211,2024-01-01 03:31:00,Household,Amazon Product 33,This is a synthetic description for Amazon Product 33.,Amazon Basics,1 pack,688,663,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00212,2024-01-01 03:32:00,Kitchen,Solimo Essential 46,This is a synthetic description for Solimo Essential 46.,Solimo,2 pack,242,241,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00213,2024-01-01 03:33:00,Electronics,Kindle E-Reader 61,This is a synthetic description for Kindle E-Reader 61.,Echo,3 pack,108,103,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00214,2024-01-01 03:34:00,Electronics,Solimo Essential 76,This is a synthetic description for Solimo Essential 76.,Solimo,4 pack,1441,1358,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00215,2024-01-01 03:35:00,Beauty,Fire Stick 80,This is a synthetic description for Fire Stick 80.,Fire TV,2 pack,1437,1416,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00216,2024-01-01 03:36:00,Electronics,Fire Stick 14,This is a synthetic description for Fire Stick 14.,Echo,2 pack,1113,1102,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00217,2024-01-01 03:37:00,Electronics,Echo Dot 19,This is a synthetic description for Echo Dot 19.,Happy Belly,4 pack,784,777,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00218,2024-01-01 03:38:00,Beauty,Fire Stick 82,This is a synthetic description for Fire Stick 82.,Happy Belly,2 pack,1846,1697,amazon_com,Limited time deal,nan,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00219,2024-01-01 03:39:00,Electronics,Kindle E-Reader 3,This is a synthetic description for Kindle E-Reader 3.,Fire TV,2 pack,854,820,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00220,2024-01-01 03:40:00,Electronics,Fire Stick 49,This is a synthetic description for Fire Stick 49.,Happy Belly,1 pack,258,235,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00221,2024-01-01 03:41:00,Books,Happy Belly Snack 20,This is a synthetic description for Happy Belly Snack 20.,Fire TV,4 pack,1685,1590,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00222,2024-01-01 03:42:00,Groceries,Solimo Essential 66,This is a synthetic description for Solimo Essential 66.,Solimo,4 pack,1897,1859,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00223,2024-01-01 03:43:00,Household,Happy Belly Snack 12,This is a synthetic description for Happy Belly Snack 12.,Echo,1 pack,629,590,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00224,2024-01-01 03:44:00,Beauty,Solimo Essential 8,This is a synthetic description for Solimo Essential 8.,Fire TV,4 pack,577,555,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00225,2024-01-01 03:45:00,Kitchen,Solimo Essential 37,This is a synthetic description for Solimo Essential 37.,Kindle,2 pack,1104,1064,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00226,2024-01-01 03:46:00,Groceries,Happy Belly Snack 89,This is a synthetic description for Happy Belly Snack 89.,Fire TV,2 pack,1866,1797,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00227,2024-01-01 03:47:00,Electronics,Fire Stick 66,This is a synthetic description for Fire Stick 66.,Echo,1 pack,360,360,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
